Landmarks,1441,v1.0,(mm)
#,Name,Type,X,Y,Z,NX,NY,NZ
370,Basisphenoid_LEFT.19.4,normal,-1.058941e+02,1.768106e+01,-3.931316e+01,-7.196826e-01,2.137747e-01,-6.605735e-01
371,Basisphenoid_LEFT.19.5,normal,-1.061471e+02,2.026423e+01,-3.909415e+01,-4.861931e-01,1.105330e-01,-8.668326e-01
372,Basisphenoid_LEFT.19.6,normal,-1.049081e+02,2.225371e+01,-3.795741e+01,-5.285422e-01,-6.138488e-02,8.466848e-01
373,Basisphenoid_LEFT.19.7,normal,-1.040248e+02,2.436000e+01,-3.670515e+01,-9.928750e-01,-1.108169e-01,4.380590e-02
374,Pterygoid_Ecto_Pal_RIGHT.20.01,normal,-3.114091e+01,-4.391510e+01,-3.871093e+01,-7.015439e-01,6.388720e-01,-3.157194e-01
375,Pterygoid_Ecto_Pal_RIGHT.20.02,normal,-3.242886e+01,-4.228301e+01,-3.766946e+01,3.907666e-02,3.295855e-01,-9.433168e-01
376,Pterygoid_Ecto_Pal_RIGHT.20.03,normal,-3.420765e+01,-4.086953e+01,-3.717463e+01,-1.855784e-01,2.521847e-01,-9.497176e-01
377,Pterygoid_Ecto_Pal_RIGHT.20.04,normal,-3.623476e+01,-4.006149e+01,-3.637142e+01,3.038358e-01,-8.249692e-02,-9.491460e-01
378,Pterygoid_Ecto_Pal_RIGHT.20.05,normal,-3.955685e+01,-3.914716e+01,-3.592053e+01,9.064233e-02,-2.058615e-01,-9.743742e-01
379,Pterygoid_Ecto_Pal_RIGHT.20.06,normal,-4.285841e+01,-3.899574e+01,-3.699398e+01,-1.488974e-02,-5.767273e-01,-8.168010e-01
380,Pterygoid_Ecto_Pal_RIGHT.20.07,normal,-4.626665e+01,-3.834931e+01,-3.719749e+01,-3.944074e-01,-5.428414e-01,-7.414621e-01
381,Pterygoid_Ecto_Pal_RIGHT.20.08,normal,-4.939743e+01,-3.652036e+01,-3.727795e+01,4.175385e-01,-9.049960e-02,-9.041413e-01
382,Pterygoid_Ecto_Pal_RIGHT.20.09,normal,-5.273074e+01,-3.719533e+01,-3.853828e+01,-4.984345e-01,-6.464622e-01,-5.776243e-01
383,Pterygoid_Ecto_Pal_RIGHT.20.10,normal,-5.570466e+01,-3.532518e+01,-3.763736e+01,-4.755748e-01,-4.837871e-01,-7.346964e-01
384,Pterygoid_Ecto_Pal_RIGHT.20.11,normal,-5.888921e+01,-3.430634e+01,-3.722343e+01,-2.080142e-01,-3.136580e-01,-9.264712e-01
385,Pterygoid_Ecto_Pal_RIGHT.20.12,normal,-6.225492e+01,-3.419091e+01,-3.731024e+01,4.769139e-01,-5.855964e-01,-6.554617e-01
386,Pterygoid_Ecto_Pal_RIGHT.20.13,normal,-6.531512e+01,-3.340062e+01,-3.614135e+01,-2.660410e-01,-9.680056e-02,-9.590892e-01
387,Pterygoid_Ecto_Pal_RIGHT.20.14,normal,-7.025085e+01,-3.252976e+01,-3.723983e+01,6.888184e-01,2.569085e-01,-6.778844e-01
388,Pterygoid_Ecto_Pal_RIGHT.20.15,normal,-7.479419e+01,-3.200489e+01,-3.956551e+01,-2.221533e-02,-9.997432e-01,4.470838e-03
389,Pterygoid_Ecto_Pal_RIGHT.20.16,normal,-7.989180e+01,-3.146211e+01,-3.977917e+01,-1.354613e-01,-1.933163e-01,-9.717403e-01
390,Pterygoid_Ecto_Pal_RIGHT.20.17,normal,-8.425206e+01,-3.182428e+01,-4.101363e+01,-1.165856e-01,-3.427092e-01,-9.321793e-01
391,Pterygoid_Ecto_Pal_RIGHT.20.18,normal,-7.578872e+01,-5.033581e+01,3.518192e+01,-5.739989e-01,6.396062e-01,-5.113016e-01
392,Pterygoid_Ecto_Pal_RIGHT.20.19,normal,-9.260101e+01,-3.442633e+01,-4.242243e+01,-5.106058e-02,-5.939397e-01,-8.028877e-01
393,Pterygoid_Ecto_Pal_RIGHT.20.20,normal,-9.427250e+01,-3.581857e+01,-4.057158e+01,6.031581e-01,-3.149805e-01,-7.327943e-01
394,Pterygoid_Ecto_Pal_RIGHT.20.21,normal,-9.509555e+01,-3.783874e+01,-3.872779e+01,1.323821e-01,-7.740925e-01,-6.190766e-01
395,Pterygoid_Ecto_Pal_RIGHT.20.22,normal,-9.589577e+01,-4.041130e+01,-3.777902e+01,3.167696e-01,-4.877308e-01,-8.134961e-01
396,Pterygoid_Ecto_Pal_RIGHT.20.23,normal,-9.757124e+01,-4.208842e+01,-3.806169e+01,8.448238e-01,-8.195496e-04,-5.350441e-01
397,Pterygoid_Ecto_Pal_RIGHT.20.24,normal,-9.918973e+01,-4.379982e+01,-3.845029e+01,6.724833e-01,-4.875328e-01,-5.568464e-01
398,Pterygoid_Ecto_Pal_RIGHT.20.25,normal,-1.001731e+02,-4.594395e+01,-3.881800e+01,-9.609623e-01,7.013366e-02,-2.676429e-01
399,Pterygoid_Ecto_Pal_RIGHT.20.26,normal,-1.000008e+02,-4.629240e+01,-3.349785e+01,-9.734028e-01,7.623947e-02,2.160432e-01
400,Pterygoid_Ecto_Pal_RIGHT.20.27,normal,-8.536082e+01,-4.847967e+01,-2.726319e+01,-8.913324e-01,1.736348e-02,-4.530176e-01
401,Pterygoid_Ecto_Pal_RIGHT.20.28,normal,-7.688775e+01,-4.909163e+01,-2.338666e+01,-8.253812e-01,-6.458104e-02,-5.608701e-01
402,Pterygoid_Ecto_Pal_RIGHT.20.29,normal,-7.458012e+01,-4.955323e+01,-2.477778e+01,-2.541082e-01,-2.844920e-01,-9.243881e-01
403,Pterygoid_Ecto_Pal_RIGHT.20.30,normal,-7.568377e+01,-5.091049e+01,-2.910468e+01,-9.155372e-02,-7.008616e-01,-7.073972e-01
404,Pterygoid_Ecto_Pal_RIGHT.20.31,normal,-7.527480e+01,-4.911081e+01,-3.223237e+01,-2.750851e-01,-7.711236e-01,-5.741922e-01
405,Pterygoid_Ecto_Pal_RIGHT.20.32,normal,-7.098561e+01,-4.959052e+01,-3.331765e+01,-1.563092e-01,-9.587089e-01,2.375810e-01
406,Pterygoid_Ecto_Pal_RIGHT.20.33,normal,-6.687077e+01,-5.115326e+01,-3.397446e+01,-8.670906e-01,-4.978478e-01,1.736444e-02
407,Pterygoid_Ecto_Pal_RIGHT.20.34,normal,-6.303637e+01,-5.256448e+01,-3.573795e+01,-5.943507e-01,1.185115e-01,-7.954259e-01
408,Pterygoid_Ecto_Pal_RIGHT.20.35,normal,-5.944574e+01,-5.278885e+01,-3.665535e+01,-4.616587e-01,-6.602672e-01,-5.923837e-01
409,Pterygoid_Ecto_Pal_RIGHT.20.36,normal,-5.577441e+01,-5.255846e+01,-3.715908e+01,-4.095016e-01,9.062108e-01,-1.053120e-01
410,Pterygoid_Ecto_Pal_RIGHT.20.37,normal,-5.245515e+01,-5.204528e+01,-3.874117e+01,-3.165529e-01,-3.068280e-01,-8.975806e-01
411,Pterygoid_Ecto_Pal_RIGHT.20.38,normal,-4.912967e+01,-5.098474e+01,-3.832674e+01,-2.474225e-01,8.914407e-01,-3.796259e-01
412,Pterygoid_Ecto_Pal_RIGHT.20.39,normal,-4.582397e+01,-4.983378e+01,-3.864774e+01,-2.424596e-01,-5.021097e-01,-8.301200e-01
413,Pterygoid_Ecto_Pal_RIGHT.20.40,normal,-4.255433e+01,-4.862529e+01,-3.909956e+01,-3.916148e-02,8.754677e-02,-9.953904e-01
414,Pterygoid_Ecto_Pal_RIGHT.20.41,normal,-4.021726e+01,-4.786714e+01,-3.917864e+01,-2.469988e-01,2.216810e-01,-9.433182e-01
415,Pterygoid_Ecto_Pal_RIGHT.20.42,normal,-3.787062e+01,-4.714997e+01,-3.903001e+01,-2.328220e-02,-3.012631e-01,-9.532568e-01
416,Pterygoid_Ecto_Pal_RIGHT.20.43,normal,-3.556028e+01,-4.646829e+01,-3.952057e+01,3.251765e-02,1.527174e-02,-9.993545e-01
417,Vomer_RIGHT.21.01,normal,9.081183e+01,-4.961887e+00,-2.278229e+01,-1.143275e-01,-1.357854e-02,-9.933503e-01
418,Vomer_RIGHT.21.02,normal,8.898834e+01,-6.578586e+00,-2.188840e+01,1.104908e-01,-5.527757e-01,-8.259726e-01
419,Vomer_RIGHT.21.03,normal,8.671397e+01,-7.827720e+00,-2.196109e+01,2.857528e-01,-4.113734e-01,-8.655157e-01
420,Vomer_RIGHT.21.04,normal,8.426470e+01,-8.687508e+00,-2.195445e+01,-1.922873e-01,-1.705719e-01,-9.664010e-01
421,Vomer_RIGHT.21.05,normal,8.089680e+01,-9.092626e+00,-2.213162e+01,1.464975e-01,-1.945624e-01,-9.698886e-01
422,Vomer_RIGHT.21.06,normal,7.750912e+01,-9.051531e+00,-2.237436e+01,1.711313e-01,3.640367e-02,-9.845755e-01
423,Vomer_RIGHT.21.07,normal,7.412522e+01,-9.306072e+00,-2.222638e+01,2.921166e-02,-1.415216e-01,-9.895041e-01
424,Vomer_RIGHT.21.08,normal,7.064547e+01,-1.043009e+01,-2.199275e+01,-4.810812e-02,-7.628852e-02,-9.959245e-01
425,Vomer_RIGHT.21.09,normal,6.732770e+01,-1.185982e+01,-2.138032e+01,-8.821694e-02,1.350002e-01,-9.869108e-01
426,Vomer_RIGHT.21.10,normal,6.389883e+01,-1.312310e+01,-2.110887e+01,-6.609545e-02,3.096901e-01,-9.485375e-01
427,Vomer_RIGHT.21.11,normal,5.527981e+01,-1.562093e+01,-2.074994e+01,2.289645e-02,6.525927e-01,-7.573629e-01
428,Vomer_RIGHT.21.12,normal,4.664496e+01,-1.808231e+01,-2.054569e+01,-3.204931e-01,3.526333e-01,-8.791666e-01
429,Vomer_RIGHT.21.13,normal,3.789657e+01,-1.957726e+01,-2.192053e+01,-1.538719e-01,4.805818e-01,-8.633450e-01
430,Vomer_RIGHT.21.14,normal,3.449829e+01,-2.112192e+01,-2.144749e+01,-5.608187e-01,7.017675e-01,-4.393232e-01
431,Vomer_RIGHT.21.15,normal,3.180735e+01,-2.311539e+01,-1.973231e+01,-4.546096e-01,2.824746e-01,-8.447120e-01
432,Vomer_RIGHT.21.16,normal,2.807121e+01,-2.294245e+01,-1.932182e+01,-4.127749e-01,3.704033e-01,-8.321168e-01
433,Vomer_RIGHT.21.17,normal,2.439092e+01,-2.116763e+01,-1.167634e+01,-4.512722e-01,8.923363e-01,-9.459968e-03
434,Vomer_RIGHT.21.18,normal,2.258716e+01,-1.970117e+01,-3.324837e+00,-1.634622e-01,2.977208e-01,-9.405544e-01
435,Vomer_RIGHT.21.19,normal,1.836715e+01,-1.528563e+01,2.826584e+00,-5.393077e-01,1.417335e-01,-8.300958e-01
436,Vomer_RIGHT.21.20,normal,1.601966e+01,-1.335859e+01,4.379523e+00,-5.177065e-01,-7.574935e-02,-8.521984e-01
437,Vomer_RIGHT.21.21,normal,1.391739e+01,-1.091727e+01,5.500125e+00,-4.318991e-01,3.135043e-01,-8.456822e-01
438,Vomer_RIGHT.21.22,normal,1.146134e+01,-9.855067e+00,7.615556e+00,-9.042174e-02,7.956864e-01,-5.989217e-01
439,Vomer_LEFT.22.01,normal,1.485080e+01,-1.816628e+00,9.212418e+00,-3.780330e-01,1.151296e-01,-9.186057e-01
440,Vomer_LEFT.22.02,normal,1.729513e+01,-1.335812e+00,8.400805e+00,-3.374313e-01,2.525617e-01,-9.068367e-01
441,Vomer_LEFT.22.03,normal,1.960964e+01,-6.202271e-01,7.403325e+00,-9.567500e-01,1.303539e-01,-2.600721e-01
442,Vomer_LEFT.22.04,normal,2.148043e+01,4.668274e-01,5.925781e+00,-6.072571e-01,4.431892e-01,-6.594105e-01
443,Vomer_LEFT.22.05,normal,2.549607e+01,2.202468e+00,3.460096e+00,-7.058040e-01,1.508566e-01,-6.921582e-01
444,Vomer_LEFT.22.06,normal,2.956300e+01,4.122242e+00,1.226475e+00,-8.174628e-01,3.850182e-01,-4.283871e-01
445,Vomer_LEFT.22.07,normal,3.266502e+01,6.535149e+00,-1.899567e+00,-2.995801e-01,-2.469558e-02,-9.537516e-01
446,Vomer_LEFT.22.08,normal,3.457214e+01,8.586004e+00,-2.489846e+00,-6.993303e-01,4.517125e-01,-5.539792e-01
447,Vomer_LEFT.22.09,normal,3.596363e+01,1.086588e+01,-3.518548e+00,-4.745032e-01,-7.040350e-01,-5.283762e-01
448,Vomer_LEFT.22.10,normal,3.673018e+01,1.314879e+01,-5.065262e+00,-9.429269e-02,-3.336935e-01,-9.379539e-01
449,Vomer_LEFT.22.11,normal,3.600569e+01,1.688249e+01,-1.089921e+01,8.857161e-01,-4.636871e-01,-2.239203e-02
450,Vomer_LEFT.22.12,normal,3.230934e+01,1.684333e+01,-1.715446e+01,-5.381515e-02,-8.111470e-01,-5.823613e-01
451,Vomer_LEFT.22.13,normal,3.079797e+01,1.821559e+01,-2.349707e+01,-1.522544e-01,-9.124566e-01,-3.797914e-01
452,Vomer_LEFT.22.14,normal,3.158538e+01,1.932475e+01,-2.637303e+01,3.666371e-01,5.919625e-01,-7.177449e-01
453,Vomer_LEFT.22.15,normal,3.347997e+01,2.002424e+01,-2.838289e+01,-2.102738e-01,-7.161201e-01,-6.655501e-01
454,Vomer_LEFT.22.16,normal,3.598139e+01,1.979802e+01,-3.006296e+01,-9.472936e-01,-2.966514e-01,1.209667e-01
455,Vomer_LEFT.22.17,normal,4.026289e+01,1.829002e+01,-2.905400e+01,-9.537973e-01,-1.863294e-01,2.356953e-01
456,Vomer_LEFT.22.18,normal,4.409728e+01,1.627642e+01,-2.661677e+01,-9.286255e-01,-7.841565e-02,3.626374e-01
457,Vomer_LEFT.22.19,normal,4.803900e+01,1.444915e+01,-2.425056e+01,-9.225659e-01,-3.762384e-02,3.840009e-01
458,Vomer_LEFT.22.20,normal,5.465409e+01,1.444571e+01,-2.200335e+01,-1.976908e-01,-9.797756e-01,-3.095488e-02
459,Vomer_LEFT.22.21,normal,5.880447e+01,1.311000e+01,-1.645744e+01,-7.283419e-02,4.504277e-01,-8.898371e-01
460,Vomer_LEFT.22.22,normal,6.461031e+01,9.501349e+00,-1.752356e+01,-4.532613e-01,-4.046775e-01,-7.942231e-01
461,Vomer_LEFT.22.23,normal,6.751437e+01,9.127605e+00,-1.768342e+01,-5.658467e-01,-5.777544e-01,-5.882325e-01
462,Vomer_LEFT.22.24,normal,6.924257e+01,8.320061e+00,-1.991032e+01,-3.910156e-01,-2.519303e-01,-8.852333e-01
463,Vomer_LEFT.22.25,normal,6.975252e+01,7.027405e+00,-2.249281e+01,-8.750788e-01,-2.694260e-01,-4.020534e-01
464,Vomer_LEFT.22.26,normal,7.389378e+01,5.968425e+00,-2.170034e+01,5.476129e-02,-4.554180e-01,-8.885921e-01
465,Vomer_LEFT.22.27,normal,7.771310e+01,4.285224e+00,-2.291671e+01,-1.844521e-01,-2.601371e-01,-9.477901e-01
466,Vomer_LEFT.22.28,normal,8.105969e+01,3.152889e+00,-2.545013e+01,-4.940082e-01,4.568242e-01,-7.397753e-01
467,Vomer_LEFT.22.29,normal,8.358995e+01,2.628134e+00,-2.569067e+01,-6.076341e-01,-5.651762e-01,-5.579936e-01
468,Vomer_LEFT.22.30,normal,8.615169e+01,2.225081e+00,-2.558374e+01,-1.348263e-01,-7.387580e-01,-6.603473e-01
469,Vomer_LEFT.22.31,normal,8.871737e+01,1.960537e+00,-2.529634e+01,-1.455240e-02,-7.816836e-01,-6.235054e-01
470,Premaxilla_LEFT.1.1.1,normal,1.679547e+02,3.418457e+00,-1.907072e+01,2.907790e-01,9.301932e-01,2.240275e-01
471,Premaxilla_LEFT.1.1.2,normal,1.700633e+02,2.540577e+00,-1.949704e+01,2.477811e-01,9.684715e-01,-2.583741e-02
472,Premaxilla_LEFT.1.1.3,normal,1.717441e+02,1.851452e+00,-1.963408e+01,2.663262e-01,8.371332e-01,4.777848e-01
473,Premaxilla_LEFT.1.1.4,normal,1.731637e+02,1.024124e+00,-1.978666e+01,2.864128e-01,9.143015e-01,2.863926e-01
474,Premaxilla_LEFT.1.1.5,normal,1.738786e+02,-1.313001e-01,-1.987321e+01,9.620810e-01,2.578995e-01,-8.881532e-02
475,Premaxilla_LEFT.1.1.6,normal,1.744799e+02,-1.245962e+00,-1.982291e+01,8.468956e-01,1.021849e-01,5.218489e-01
476,Premaxilla_LEFT.1.1.7,normal,1.743974e+02,-2.454980e+00,-1.971109e+01,7.808223e-01,-1.325244e-01,6.105357e-01
477,Premaxilla_LEFT.1.1.8,normal,1.740097e+02,-3.747454e+00,-1.955378e+01,8.044900e-01,2.913150e-02,5.932515e-01
478,Premaxilla_LEFT.1.1.9,normal,1.732664e+02,-5.192233e+00,-1.921706e+01,6.911142e-01,-3.642370e-01,6.242535e-01
479,Premaxilla_LEFT.1.2.1,normal,1.627783e+02,-5.142405e+00,-2.186738e+01,1.722456e-03,7.465020e-01,-6.653810e-01
480,Premaxilla_LEFT.1.2.2,normal,1.631431e+02,4.953157e+00,-1.921698e+01,1.624212e-01,9.855928e-01,4.718281e-02
481,Premaxilla_LEFT.1.2.3,normal,1.643517e+02,4.167274e+00,-1.870447e+01,4.558477e-01,6.205412e-01,6.380686e-01
482,Premaxilla_LEFT.1.2.4,normal,1.659280e+02,3.212851e+00,-1.837824e+01,1.752915e-01,7.575784e-01,6.287670e-01
483,Premaxilla_LEFT.1.2.5,normal,1.687766e+02,2.261563e+00,-1.745624e+01,-1.065038e-03,5.973473e-01,8.019820e-01
484,Premaxilla_LEFT.1.2.6,normal,1.684370e+02,-1.510442e-01,-1.675561e+01,9.609435e-02,3.239648e-02,9.948449e-01
485,Premaxilla_LEFT.1.2.7,normal,1.676314e+02,-1.801057e+00,-1.625160e+01,1.736307e-02,3.968164e-01,9.177338e-01
486,Premaxilla_LEFT.1.2.8,normal,1.670215e+02,-3.197722e+00,-1.640161e+01,-2.151468e-01,-4.848600e-01,8.477162e-01
487,Premaxilla_LEFT.1.2.9,normal,1.664255e+02,-3.899170e+00,-1.644782e+01,-1.309525e-01,6.915295e-01,7.103791e-01
488,Premaxilla_LEFT.1.3.1,normal,1.559913e+02,5.564240e+00,-2.106904e+01,-3.742100e-02,9.874269e-01,1.535828e-01
489,Premaxilla_LEFT.1.3.2,normal,1.558985e+02,5.088723e+00,-1.998647e+01,-3.109106e-01,8.001021e-01,5.130023e-01
490,Premaxilla_LEFT.1.3.3,normal,1.556649e+02,2.705956e+00,-1.995462e+01,5.825986e-01,-2.560495e-02,8.123566e-01
491,Premaxilla_LEFT.1.3.4,normal,1.567725e+02,3.302416e+00,-1.768631e+01,-5.854784e-01,5.120257e-01,6.285259e-01
492,Premaxilla_LEFT.1.3.5,normal,1.577218e+02,1.987175e+00,-1.644759e+01,-2.698843e-01,4.177235e-01,8.675653e-01
493,Premaxilla_LEFT.1.3.6,normal,1.573851e+02,-2.964248e-01,-1.712638e+01,-4.048661e-01,2.164401e-01,8.883902e-01
494,Premaxilla_LEFT.1.3.7,normal,1.582854e+02,-1.558532e+00,-1.586145e+01,5.999024e-01,-3.411265e-02,7.993457e-01
495,Premaxilla_LEFT.1.3.8,normal,1.588721e+02,-2.988448e+00,-1.582003e+01,2.954440e-01,6.803238e-02,9.529347e-01
496,Premaxilla_LEFT.1.3.9,normal,1.596786e+02,-4.410854e+00,-1.628301e+01,-1.178618e-01,5.269355e-01,8.416934e-01
497,Premaxilla_LEFT.1.4.1,normal,1.495958e+02,5.905018e+00,-2.196257e+01,-2.155624e-01,7.640696e-01,6.080549e-01
498,Premaxilla_LEFT.1.4.2,normal,1.487829e+02,5.625566e+00,-2.046289e+01,-6.750444e-02,7.771268e-01,6.257133e-01
499,Premaxilla_LEFT.1.4.3,normal,1.480275e+02,3.235601e+00,-2.010668e+01,-2.900202e-01,3.018189e-01,9.081815e-01
500,Premaxilla_LEFT.1.4.4,normal,1.479980e+02,2.591813e+00,-1.836245e+01,-5.036466e-01,5.978447e-01,6.236361e-01
501,Premaxilla_LEFT.1.4.5,normal,1.479696e+02,6.047376e-01,-1.856544e+01,-5.007372e-01,6.017008e-01,6.222687e-01
502,Premaxilla_LEFT.1.4.6,normal,1.487029e+02,-4.479275e-01,-1.703967e+01,-3.754306e-01,5.067081e-01,7.760792e-01
503,Premaxilla_LEFT.1.4.7,normal,1.495584e+02,-1.968816e+00,-1.679623e+01,-8.174190e-02,4.790667e-01,8.739642e-01
504,Premaxilla_LEFT.1.4.8,normal,1.508671e+02,-3.332110e+00,-1.615881e+01,2.233088e-01,3.608163e-01,9.055081e-01
505,Premaxilla_LEFT.1.4.9,normal,1.524262e+02,-5.114067e+00,-1.697032e+01,2.157592e-01,3.119582e-01,9.252730e-01
506,Premaxilla_LEFT.1.5.1,normal,1.430775e+02,6.811159e+00,-2.266512e+01,1.777954e-01,9.406258e-01,2.891571e-01
507,Premaxilla_LEFT.1.5.2,normal,1.416200e+02,5.549933e+00,-2.117381e+01,6.900472e-02,3.749839e-01,9.244596e-01
508,Premaxilla_LEFT.1.5.3,normal,1.405519e+02,3.538258e+00,-2.036436e+01,4.974398e-01,8.067626e-01,3.188854e-01
509,Premaxilla_LEFT.1.5.4,normal,1.400562e+02,2.229006e+00,-1.898704e+01,-4.944139e-02,4.027828e-01,9.139594e-01
510,Premaxilla_LEFT.1.5.5,normal,1.400334e+02,6.465710e-01,-1.816323e+01,1.641059e-02,3.752690e-01,9.267707e-01
511,Premaxilla_LEFT.1.5.6,normal,1.405042e+02,-9.052709e-01,-1.757273e+01,-1.127291e-01,6.004782e-01,7.916554e-01
512,Premaxilla_LEFT.1.5.7,normal,1.414544e+02,-2.400827e+00,-1.708864e+01,-2.258200e-01,6.779549e-02,9.718072e-01
513,Premaxilla_LEFT.1.5.8,normal,1.428378e+02,-3.942990e+00,-1.697490e+01,-1.347575e-01,5.866793e-01,7.985284e-01
514,Premaxilla_LEFT.1.5.9,normal,1.449195e+02,-5.007760e+00,-1.521960e+01,1.669201e-01,2.774156e-01,9.461387e-01
515,Premaxilla_LEFT.1.6.1,normal,1.362676e+02,6.830644e+00,-2.348274e+01,-7.350546e-03,4.721129e-01,8.815075e-01
516,Premaxilla_LEFT.1.6.2,normal,1.344986e+02,5.303917e+00,-2.200313e+01,-1.255132e-01,6.708017e-01,7.309389e-01
517,Premaxilla_LEFT.1.6.3,normal,1.332452e+02,3.543647e+00,-2.081841e+01,-1.022525e-01,4.977488e-01,8.612727e-01
518,Premaxilla_LEFT.1.6.4,normal,1.325211e+02,1.710016e+00,-1.997731e+01,-2.412602e-01,5.058888e-01,8.281727e-01
519,Premaxilla_LEFT.1.6.5,normal,1.323279e+02,4.821333e-02,-1.903162e+01,-1.285007e-01,5.260381e-01,8.406971e-01
520,Premaxilla_LEFT.1.6.6,normal,1.326880e+02,-1.601164e+00,-1.838540e+01,3.031057e-02,-3.567211e-01,9.337191e-01
521,Premaxilla_LEFT.1.6.7,normal,1.335422e+02,-3.093593e+00,-1.758496e+01,7.899746e-03,-1.823833e-01,9.831958e-01
522,Premaxilla_LEFT.1.6.8,normal,1.348751e+02,-4.542947e+00,-1.681506e+01,5.663898e-01,4.034105e-01,7.186534e-01
523,Premaxilla_LEFT.1.6.9,normal,1.368377e+02,-5.226631e+00,-1.460698e+01,-7.473229e-02,5.827196e-01,8.092300e-01
524,Premaxilla_LEFT.1.7.1,normal,1.292153e+02,6.865901e+00,-2.412881e+01,-2.114154e-02,8.284239e-01,5.597025e-01
525,Premaxilla_LEFT.1.7.2,normal,1.274492e+02,5.361596e+00,-2.260053e+01,1.487834e-01,5.705630e-01,8.076642e-01
526,Premaxilla_LEFT.1.7.3,normal,1.261393e+02,3.429102e+00,-2.134996e+01,-1.853470e-01,3.243685e-01,9.275945e-01
527,Premaxilla_LEFT.1.7.4,normal,1.252760e+02,1.175524e+00,-2.105607e+01,-3.083245e-01,2.538972e-01,9.167728e-01
528,Premaxilla_LEFT.1.7.5,normal,1.249658e+02,-8.566272e-01,-2.051212e+01,-2.773278e-01,4.567833e-01,8.452445e-01
529,Premaxilla_LEFT.1.7.6,normal,1.251411e+02,-2.547651e+00,-1.928476e+01,-1.003225e-01,8.208573e-01,5.622533e-01
530,Premaxilla_LEFT.1.7.7,normal,1.257951e+02,-4.083197e+00,-1.803565e+01,-5.823596e-02,3.006702e-01,9.519486e-01
531,Premaxilla_LEFT.1.7.8,normal,1.267654e+02,-5.101517e+00,-1.636351e+01,-2.534482e-02,9.996783e-01,-1.046984e-03
532,Premaxilla_LEFT.1.7.9,normal,1.281981e+02,-5.632415e+00,-1.460989e+01,-1.475327e-01,8.276963e-01,5.414362e-01
533,Premaxilla_LEFT.1.8.1,normal,1.218200e+02,7.323059e+00,-2.434575e+01,-8.356964e-02,7.040373e-01,7.052288e-01
534,Premaxilla_LEFT.1.8.2,normal,1.204523e+02,5.811474e+00,-2.269381e+01,-1.024570e-01,4.036781e-01,9.091460e-01
535,Premaxilla_LEFT.1.8.3,normal,1.191960e+02,3.051965e+00,-2.254407e+01,-1.683898e-01,-1.142825e-01,9.790733e-01
536,Premaxilla_LEFT.1.8.4,normal,1.182447e+02,5.715843e-01,-2.246371e+01,-3.085929e-01,2.246221e-01,9.242918e-01
537,Premaxilla_LEFT.1.8.5,normal,1.177928e+02,-1.840110e+00,-2.189384e+01,-1.672615e-01,9.729166e-02,9.811004e-01
538,Premaxilla_LEFT.1.8.6,normal,1.177314e+02,-3.632063e+00,-1.997036e+01,8.658586e-02,6.297038e-01,7.719949e-01
539,Premaxilla_LEFT.1.8.7,normal,1.181508e+02,-5.388092e+00,-1.840650e+01,-6.233745e-02,8.452767e-01,5.306802e-01
540,Premaxilla_LEFT.1.8.8,normal,1.184497e+02,-5.769365e+00,-1.623203e+01,-1.221171e-01,6.196061e-01,-7.753553e-01
541,Premaxilla_LEFT.1.8.9,normal,1.193324e+02,-6.731252e+00,-1.474326e+01,2.890016e-02,9.486879e-01,3.148906e-01
542,Premaxilla_LEFT.1.9.1,normal,1.141053e+02,8.254902e+00,-2.431992e+01,1.238107e-01,7.711110e-01,6.245468e-01
543,Premaxilla_LEFT.1.9.2,normal,1.137372e+02,6.719234e+00,-2.291764e+01,8.749919e-04,3.579798e-01,9.337290e-01
544,Premaxilla_LEFT.1.9.3,normal,1.126965e+02,3.469175e+00,-2.278978e+01,2.944137e-01,1.319139e-01,9.465302e-01
545,Premaxilla_LEFT.1.9.4,normal,1.116546e+02,2.191506e-01,-2.243835e+01,-8.088716e-02,7.516903e-01,6.545373e-01
546,Premaxilla_LEFT.1.9.5,normal,1.107880e+02,-2.441185e+00,-2.138047e+01,1.469825e-02,2.645514e-01,9.642597e-01
547,Premaxilla_LEFT.1.9.6,normal,1.100260e+02,-3.898749e+00,-1.972336e+01,1.773486e-01,5.639775e-01,8.065215e-01
548,Premaxilla_LEFT.1.9.7,normal,1.097881e+02,-4.927932e+00,-1.808673e+01,-4.142930e-01,9.019552e-01,-1.218121e-01
549,Premaxilla_LEFT.1.9.8,normal,1.098173e+02,-5.505574e+00,-1.595235e+01,3.670885e-01,7.673099e-01,-5.258151e-01
550,Premaxilla_LEFT.1.9.9,normal,1.097434e+02,-5.309613e+00,-1.461603e+01,3.643492e-01,9.101834e-01,1.970179e-01
551,Premaxilla_RIGHT.2.1.1,normal,1.725285e+02,-7.732355e+00,-2.268221e+01,4.262680e-01,-9.045594e-01,8.236966e-03
552,Premaxilla_RIGHT.2.1.2,normal,1.716691e+02,-8.333363e+00,-2.289493e+01,8.949307e-01,-4.435005e-01,-4.905710e-02
553,Premaxilla_RIGHT.2.1.3,normal,1.708867e+02,-8.918740e+00,-2.330323e+01,-2.796007e-02,-9.513025e-01,3.069884e-01
554,Premaxilla_RIGHT.2.1.4,normal,1.700437e+02,-9.781902e+00,-2.324492e+01,5.658324e-02,-9.609319e-01,2.709397e-01
